"","year","siteID","Covariate","Value","perName","fish.model"
"844",1983,"little_susitna","ASON_max",119.4178196,"Little Susitna",1
"845",1984,"little_susitna","ASON_max",97.86773658,"Little Susitna",1
"846",1985,"little_susitna","ASON_max",146.0110681,"Little Susitna",1
"847",1986,"little_susitna","ASON_max",121.2307692,"Little Susitna",1
"848",1987,"little_susitna","ASON_max",92.56059768,"Little Susitna",1
"849",1988,"little_susitna","ASON_max",91.46541229,"Little Susitna",1
"850",1989,"little_susitna","ASON_max",122.5810736,"Little Susitna",1
"851",1990,"little_susitna","ASON_max",123.4991699,"Little Susitna",1
"852",1991,"little_susitna","ASON_max",101.0332042,"Little Susitna",1
"853",1992,"little_susitna","ASON_max",82.72717211,"Little Susitna",1
"854",1993,"little_susitna","ASON_max",177.2125069,"Little Susitna",1
"855",1994,"little_susitna","ASON_max",75.9518539,"Little Susitna",1
"856",1995,"little_susitna","ASON_max",95.01494189,"Little Susitna",1
"857",1996,"little_susitna","ASON_max",82.77808522,"Little Susitna",1
"858",1997,"little_susitna","ASON_max",113.2191478,"Little Susitna",1
"859",1998,"little_susitna","ASON_max",97.60819037,"Little Susitna",1
"860",1999,"little_susitna","ASON_max",109.1256226,"Little Susitna",1
"861",2000,"little_susitna","ASON_max",85.02545656,"Little Susitna",1
"862",2001,"little_susitna","ASON_max",52.80077477,"Little Susitna",1
"863",2002,"little_susitna","ASON_max",123.9778639,"Little Susitna",1
"864",2003,"little_susitna","ASON_max",75.86884339,"Little Susitna",1
"865",2004,"little_susitna","ASON_max",139.5827338,"Little Susitna",1
"866",2005,"little_susitna","ASON_max",148.9612618,"Little Susitna",1
"867",2006,"little_susitna","ASON_max",161.2108467,"Little Susitna",1
"868",2007,"little_susitna","ASON_max",145.3514112,"Little Susitna",1
"869",2008,"little_susitna","ASON_max",103.9623686,"Little Susitna",1
"870",2009,"little_susitna","ASON_max",86.58771444,"Little Susitna",1
"871",1980,"little_willow","ASON_max",119.9714286,"Little Willow",1
"872",1981,"little_willow","ASON_max",147.4071429,"Little Willow",1
"873",1982,"little_willow","ASON_max",175.6171429,"Little Willow",1
"874",1983,"little_willow","ASON_max",139.9685714,"Little Willow",1
"875",1984,"little_willow","ASON_max",112.4214286,"Little Willow",1
"876",1985,"little_willow","ASON_max",176.4142857,"Little Willow",1
"877",1986,"little_willow","ASON_max",137.0114286,"Little Willow",1
"878",1987,"little_willow","ASON_max",104.2514286,"Little Willow",1
"879",1988,"little_willow","ASON_max",98.43857143,"Little Willow",1
"880",1989,"little_willow","ASON_max",145.7428571,"Little Willow",1
"881",1990,"little_willow","ASON_max",138.3542857,"Little Willow",1
"882",1991,"little_willow","ASON_max",105.5528571,"Little Willow",1
"883",1992,"little_willow","ASON_max",122.2757143,"Little Willow",1
"884",1993,"little_willow","ASON_max",214.4285714,"Little Willow",1
"885",1994,"little_willow","ASON_max",104.5042857,"Little Willow",1
"886",1995,"little_willow","ASON_max",104.4642857,"Little Willow",1
"887",1996,"little_willow","ASON_max",98.64571429,"Little Willow",1
"888",1997,"little_willow","ASON_max",133.0028571,"Little Willow",1
"889",1998,"little_willow","ASON_max",111.2657143,"Little Willow",1
"890",1999,"little_willow","ASON_max",118.1671429,"Little Willow",1
"891",2000,"little_willow","ASON_max",118.7485714,"Little Willow",1
"892",2001,"little_willow","ASON_max",70.45,"Little Willow",1
"893",2002,"little_willow","ASON_max",135.3671429,"Little Willow",1
"894",2003,"little_willow","ASON_max",86.40714286,"Little Willow",1
"895",2004,"little_willow","ASON_max",155.4542857,"Little Willow",1
"896",2005,"little_willow","ASON_max",165.89,"Little Willow",1
"897",2006,"little_willow","ASON_max",187.8257143,"Little Willow",1
"898",2007,"little_willow","ASON_max",161.83,"Little Willow",1
"899",2008,"little_willow","ASON_max",111.4628571,"Little Willow",1
"900",2009,"little_willow","ASON_max",100.0371429,"Little Willow",1
"901",1980,"montana","ASON_max",131.0220083,"Montana",1
"902",1981,"montana","ASON_max",200.7235213,"Montana",1
"903",1982,"montana","ASON_max",215.9133425,"Montana",1
"904",1983,"montana","ASON_max",192.0701513,"Montana",1
"905",1984,"montana","ASON_max",163.0536451,"Montana",1
"906",1985,"montana","ASON_max",231.4621733,"Montana",1
"907",1986,"montana","ASON_max",165.2118294,"Montana",1
"908",1987,"montana","ASON_max",130.5337001,"Montana",1
"909",1988,"montana","ASON_max",128.9270977,"Montana",1
"910",1989,"montana","ASON_max",208.3370014,"Montana",1
"911",1990,"montana","ASON_max",168.3314993,"Montana",1
"912",1991,"montana","ASON_max",113.6327373,"Montana",1
"913",1992,"montana","ASON_max",113.4924347,"Montana",1
"914",1993,"montana","ASON_max",282.2338377,"Montana",1
"915",1994,"montana","ASON_max",98.65749656,"Montana",1
"916",1995,"montana","ASON_max",123.9394773,"Montana",1
"917",1996,"montana","ASON_max",144.2420908,"Montana",1
"918",1997,"montana","ASON_max",191.0701513,"Montana",1
"919",1998,"montana","ASON_max",151.0082531,"Montana",1
"920",1999,"montana","ASON_max",149.8253095,"Montana",1
"921",2000,"montana","ASON_max",101.0151307,"Montana",1
"922",2001,"montana","ASON_max",73.17193948,"Montana",1
"923",2002,"montana","ASON_max",166.8899587,"Montana",1
"924",2003,"montana","ASON_max",120.6850069,"Montana",1
"925",2004,"montana","ASON_max",188.4704264,"Montana",1
"926",2005,"montana","ASON_max",219.0495186,"Montana",1
"927",2006,"montana","ASON_max",266.4910592,"Montana",1
"928",2007,"montana","ASON_max",194.7620358,"Montana",1
"929",2008,"montana","ASON_max",123.8211829,"Montana",1
"930",2009,"montana","ASON_max",131.8129299,"Montana",1
"931",1980,"ninilchik","ASON_max",85.88616462,"Ninilchik",1
"932",1981,"ninilchik","ASON_max",114.4518389,"Ninilchik",1
"933",1982,"ninilchik","ASON_max",180.0367776,"Ninilchik",1
"934",1983,"ninilchik","ASON_max",91.84763573,"Ninilchik",1
"935",1984,"ninilchik","ASON_max",120.3992995,"Ninilchik",1
"936",1985,"ninilchik","ASON_max",123.0017513,"Ninilchik",1
"937",1986,"ninilchik","ASON_max",140.5323993,"Ninilchik",1
"938",1987,"ninilchik","ASON_max",165.8283713,"Ninilchik",1
"939",1988,"ninilchik","ASON_max",95.16112084,"Ninilchik",1
"940",1989,"ninilchik","ASON_max",144.9211909,"Ninilchik",1
"941",1990,"ninilchik","ASON_max",144.9492119,"Ninilchik",1
"942",1991,"ninilchik","ASON_max",113.0227671,"Ninilchik",1
"943",1992,"ninilchik","ASON_max",119.3660245,"Ninilchik",1
"944",1993,"ninilchik","ASON_max",158.9947461,"Ninilchik",1
"945",1994,"ninilchik","ASON_max",104.7005254,"Ninilchik",1
"946",1995,"ninilchik","ASON_max",134.7618214,"Ninilchik",1
"947",1996,"ninilchik","ASON_max",103.8021016,"Ninilchik",1
"948",1997,"ninilchik","ASON_max",146.915937,"Ninilchik",1
"949",1998,"ninilchik","ASON_max",97.02276708,"Ninilchik",1
"950",1999,"ninilchik","ASON_max",133.7180385,"Ninilchik",1
"951",2000,"ninilchik","ASON_max",124.4308231,"Ninilchik",1
"952",2001,"ninilchik","ASON_max",69.09982487,"Ninilchik",1
"953",2002,"ninilchik","ASON_max",147.2591944,"Ninilchik",1
"954",2003,"ninilchik","ASON_max",79.36602452,"Ninilchik",1
"955",2004,"ninilchik","ASON_max",162.2854641,"Ninilchik",1
"956",2005,"ninilchik","ASON_max",180.5481611,"Ninilchik",1
"957",2006,"ninilchik","ASON_max",124.5446585,"Ninilchik",1
"958",2007,"ninilchik","ASON_max",127.267951,"Ninilchik",1
"959",2008,"ninilchik","ASON_max",121.3345009,"Ninilchik",1
"960",2009,"ninilchik","ASON_max",81.19614711,"Ninilchik",1
"961",1980,"theodore","ASON_max",99.79090909,"Theodore",1
"962",1981,"theodore","ASON_max",168.1545455,"Theodore",1
"963",1982,"theodore","ASON_max",253.66,"Theodore",1
"964",1983,"theodore","ASON_max",124.9181818,"Theodore",1
"965",1984,"theodore","ASON_max",163.72,"Theodore",1
"966",1985,"theodore","ASON_max",242.0545455,"Theodore",1
"967",1986,"theodore","ASON_max",186.5527273,"Theodore",1
"968",1987,"theodore","ASON_max",192.5545455,"Theodore",1
"969",1988,"theodore","ASON_max",127.9072727,"Theodore",1
"970",1989,"theodore","ASON_max",206.9418182,"Theodore",1
"971",1990,"theodore","ASON_max",197.7018182,"Theodore",1
"972",1991,"theodore","ASON_max",134.8490909,"Theodore",1
"973",1992,"theodore","ASON_max",166.4563636,"Theodore",1
"974",1993,"theodore","ASON_max",297.6381818,"Theodore",1
"975",1994,"theodore","ASON_max",112.3781818,"Theodore",1
"976",1995,"theodore","ASON_max",159.2672727,"Theodore",1
"977",1996,"theodore","ASON_max",119.9545455,"Theodore",1
"978",1997,"theodore","ASON_max",140.4381818,"Theodore",1
"979",1998,"theodore","ASON_max",108.8690909,"Theodore",1
"980",1999,"theodore","ASON_max",148.0309091,"Theodore",1
"981",2000,"theodore","ASON_max",153.0872727,"Theodore",1
"982",2001,"theodore","ASON_max",83.7,"Theodore",1
"983",2002,"theodore","ASON_max",202.7563636,"Theodore",1
"984",2003,"theodore","ASON_max",103.6672727,"Theodore",1
"985",2004,"theodore","ASON_max",217.7018182,"Theodore",1
"986",2005,"theodore","ASON_max",277.8981818,"Theodore",1
"987",2006,"theodore","ASON_max",211.9363636,"Theodore",1
"988",2007,"theodore","ASON_max",208.98,"Theodore",1
"989",2008,"theodore","ASON_max",142.8854546,"Theodore",1
"990",2009,"theodore","ASON_max",91.88181818,"Theodore",1
"991",1980,"willow","ASON_max",150.047491,"Willow",1
"992",1981,"willow","ASON_max",161.9148746,"Willow",1
"993",1982,"willow","ASON_max",188.953405,"Willow",1
"994",1983,"willow","ASON_max",163.4130824,"Willow",1
"995",1984,"willow","ASON_max",118.8870968,"Willow",1
"996",1985,"willow","ASON_max",190.3987455,"Willow",1
"997",1986,"willow","ASON_max",156.3270609,"Willow",1
"998",1987,"willow","ASON_max",114.9130824,"Willow",1
"999",1988,"willow","ASON_max",109.5913979,"Willow",1
"1000",1989,"willow","ASON_max",156.9749104,"Willow",1
"1001",1990,"willow","ASON_max",153.1317204,"Willow",1
"1002",1991,"willow","ASON_max",121.202509,"Willow",1
"1003",1992,"willow","ASON_max",131.9650538,"Willow",1
"1004",1993,"willow","ASON_max",228.7750896,"Willow",1
"1005",1994,"willow","ASON_max",117.9578853,"Willow",1
"1006",1995,"willow","ASON_max",114.6666667,"Willow",1
"1007",1996,"willow","ASON_max",106.7007169,"Willow",1
"1008",1997,"willow","ASON_max",146.1594982,"Willow",1
"1009",1998,"willow","ASON_max",125.2992832,"Willow",1
"1010",1999,"willow","ASON_max",134.7464158,"Willow",1
"1011",2000,"willow","ASON_max",132.9507169,"Willow",1
"1012",2001,"willow","ASON_max",80.71863799,"Willow",1
"1013",2002,"willow","ASON_max",150.9596774,"Willow",1
"1014",2003,"willow","ASON_max",95.53315412,"Willow",1
"1015",2004,"willow","ASON_max",172.9112903,"Willow",1
"1016",2005,"willow","ASON_max",176.7392473,"Willow",1
"1017",2006,"willow","ASON_max",205.9238351,"Willow",1
"1018",2007,"willow","ASON_max",179.9274194,"Willow",1
"1019",2008,"willow","ASON_max",127.3548387,"Willow",1
"1020",2009,"willow","ASON_max",113.5286738,"Willow",1
"1021",1980,"EF_chulitna","MJJA_avg",91.1944801,"EF Chulitna",1
"1022",1981,"EF_chulitna","MJJA_avg",122.5542362,"EF Chulitna",1
"1023",1982,"EF_chulitna","MJJA_avg",71.12291399,"EF Chulitna",1
"1024",1983,"EF_chulitna","MJJA_avg",77.23844673,"EF Chulitna",1
"1025",1984,"EF_chulitna","MJJA_avg",85.436457,"EF Chulitna",1
"1026",1985,"EF_chulitna","MJJA_avg",70.72978177,"EF Chulitna",1
"1027",1986,"EF_chulitna","MJJA_avg",104.9050064,"EF Chulitna",1
"1028",1987,"EF_chulitna","MJJA_avg",68.03626444,"EF Chulitna",1
"1029",1988,"EF_chulitna","MJJA_avg",72.17073171,"EF Chulitna",1
"1030",1989,"EF_chulitna","MJJA_avg",91.38318357,"EF Chulitna",1
"1031",1990,"EF_chulitna","MJJA_avg",87.30584082,"EF Chulitna",1
"1032",1991,"EF_chulitna","MJJA_avg",54.44255456,"EF Chulitna",1
"1033",1992,"EF_chulitna","MJJA_avg",66.77406932,"EF Chulitna",1
"1034",1993,"EF_chulitna","MJJA_avg",71.9034018,"EF Chulitna",1
"1035",1994,"EF_chulitna","MJJA_avg",57.80327343,"EF Chulitna",1
"1036",1995,"EF_chulitna","MJJA_avg",76.43677792,"EF Chulitna",1
"1037",1996,"EF_chulitna","MJJA_avg",77.5767009,"EF Chulitna",1
"1038",1997,"EF_chulitna","MJJA_avg",71.14794609,"EF Chulitna",1
"1039",1998,"EF_chulitna","MJJA_avg",102.3408216,"EF Chulitna",1
"1040",1999,"EF_chulitna","MJJA_avg",99.91078306,"EF Chulitna",1
"1041",2000,"EF_chulitna","MJJA_avg",70.75706033,"EF Chulitna",1
"1042",2001,"EF_chulitna","MJJA_avg",79.10943517,"EF Chulitna",1
"1043",2002,"EF_chulitna","MJJA_avg",96.21758665,"EF Chulitna",1
"1044",2003,"EF_chulitna","MJJA_avg",79.73427471,"EF Chulitna",1
"1045",2004,"EF_chulitna","MJJA_avg",47.64634146,"EF Chulitna",1
"1046",2005,"EF_chulitna","MJJA_avg",79.91431322,"EF Chulitna",1
"1047",2006,"EF_chulitna","MJJA_avg",100.982991,"EF Chulitna",1
"1048",2007,"EF_chulitna","MJJA_avg",78.61456996,"EF Chulitna",1
"1049",2008,"EF_chulitna","MJJA_avg",74.03273428,"EF Chulitna",1
"1050",2009,"EF_chulitna","MJJA_avg",65.39441592,"EF Chulitna",1
"1051",1980,"alexander","MJJA_avg",75.3777972,"Alexander",1
"1052",1981,"alexander","MJJA_avg",95.4965035,"Alexander",1
"1053",1982,"alexander","MJJA_avg",67.34073427,"Alexander",1
"1054",1983,"alexander","MJJA_avg",49.58951049,"Alexander",1
"1055",1984,"alexander","MJJA_avg",62.07954546,"Alexander",1
"1056",1985,"alexander","MJJA_avg",59.54825175,"Alexander",1
"1057",1986,"alexander","MJJA_avg",65.84632867,"Alexander",1
"1058",1987,"alexander","MJJA_avg",49.42237762,"Alexander",1
"1059",1988,"alexander","MJJA_avg",56.69370629,"Alexander",1
"1060",1989,"alexander","MJJA_avg",80.63111888,"Alexander",1
"1061",1990,"alexander","MJJA_avg",51.67972028,"Alexander",1
"1062",1991,"alexander","MJJA_avg",47.98199301,"Alexander",1
"1063",1992,"alexander","MJJA_avg",44.36800699,"Alexander",1
"1064",1993,"alexander","MJJA_avg",62.84248252,"Alexander",1
"1065",1994,"alexander","MJJA_avg",46.04965035,"Alexander",1
"1066",1995,"alexander","MJJA_avg",59.87989511,"Alexander",1
"1067",1996,"alexander","MJJA_avg",52.81241259,"Alexander",1
"1068",1997,"alexander","MJJA_avg",56.47167832,"Alexander",1
"1069",1998,"alexander","MJJA_avg",61.79195804,"Alexander",1
"1070",1999,"alexander","MJJA_avg",68.36433566,"Alexander",1
"1071",2000,"alexander","MJJA_avg",51.45751748,"Alexander",1
"1072",2001,"alexander","MJJA_avg",47.88793706,"Alexander",1
"1073",2002,"alexander","MJJA_avg",62.23461539,"Alexander",1
"1074",2003,"alexander","MJJA_avg",59.56433566,"Alexander",1
"1075",2004,"alexander","MJJA_avg",37.42517483,"Alexander",1
"1076",2005,"alexander","MJJA_avg",39.3277972,"Alexander",1
"1077",2006,"alexander","MJJA_avg",77.76241259,"Alexander",1
"1078",2007,"alexander","MJJA_avg",44.55227273,"Alexander",1
"1079",2008,"alexander","MJJA_avg",43.59003497,"Alexander",1
"1080",2009,"alexander","MJJA_avg",40.81905594,"Alexander",1
"1081",1980,"anchor","MJJA_avg",54.04285714,"Anchor",1
"1082",1981,"anchor","MJJA_avg",61.3127551,"Anchor",1
"1083",1982,"anchor","MJJA_avg",34.88520408,"Anchor",1
"1084",1983,"anchor","MJJA_avg",32.96454082,"Anchor",1
"1085",1984,"anchor","MJJA_avg",54.4377551,"Anchor",1
"1086",1985,"anchor","MJJA_avg",55.41683674,"Anchor",1
"1087",1986,"anchor","MJJA_avg",59.37244898,"Anchor",1
"1088",1987,"anchor","MJJA_avg",32.04897959,"Anchor",1
"1089",1988,"anchor","MJJA_avg",44.02959184,"Anchor",1
"1090",1989,"anchor","MJJA_avg",52.05178571,"Anchor",1
"1091",1990,"anchor","MJJA_avg",38.98596939,"Anchor",1
"1092",1991,"anchor","MJJA_avg",51.27015306,"Anchor",1
"1093",1992,"anchor","MJJA_avg",42.33367347,"Anchor",1
"1094",1993,"anchor","MJJA_avg",45.19132653,"Anchor",1
"1095",1994,"anchor","MJJA_avg",31.72091837,"Anchor",1
"1096",1995,"anchor","MJJA_avg",58.90561225,"Anchor",1
"1097",1996,"anchor","MJJA_avg",31.5,"Anchor",1
"1098",1997,"anchor","MJJA_avg",40.67806122,"Anchor",1
"1099",1998,"anchor","MJJA_avg",47.80382653,"Anchor",1
"1100",1999,"anchor","MJJA_avg",43.53826531,"Anchor",1
"1101",2000,"anchor","MJJA_avg",41.75561225,"Anchor",1
"1102",2001,"anchor","MJJA_avg",37.16683674,"Anchor",1
"1103",2002,"anchor","MJJA_avg",49.13673469,"Anchor",1
"1104",2003,"anchor","MJJA_avg",45.31734694,"Anchor",1
"1105",2004,"anchor","MJJA_avg",21.32780612,"Anchor",1
"1106",2005,"anchor","MJJA_avg",36.27984694,"Anchor",1
"1107",2006,"anchor","MJJA_avg",53.52193878,"Anchor",1
"1108",2007,"anchor","MJJA_avg",31.91454082,"Anchor",1
"1109",2008,"anchor","MJJA_avg",44.18877551,"Anchor",1
"1110",2009,"anchor","MJJA_avg",32.5125,"Anchor",1
"1111",1980,"campbell","MJJA_avg",68.11370968,"NF Campbell",1
"1112",1981,"campbell","MJJA_avg",82.25806452,"NF Campbell",1
"1113",1982,"campbell","MJJA_avg",54.98548387,"NF Campbell",1
"1114",1983,"campbell","MJJA_avg",43.06854839,"NF Campbell",1
"1115",1984,"campbell","MJJA_avg",53.66370968,"NF Campbell",1
"1116",1985,"campbell","MJJA_avg",50.52822581,"NF Campbell",1
"1117",1986,"campbell","MJJA_avg",54.01854839,"NF Campbell",1
"1118",1987,"campbell","MJJA_avg",39.01854839,"NF Campbell",1
"1119",1988,"campbell","MJJA_avg",48.37822581,"NF Campbell",1
"1120",1989,"campbell","MJJA_avg",72.25483871,"NF Campbell",1
"1121",1990,"campbell","MJJA_avg",40.03951613,"NF Campbell",1
"1122",1991,"campbell","MJJA_avg",65.73145161,"NF Campbell",1
"1123",1992,"campbell","MJJA_avg",45.70241936,"NF Campbell",1
"1124",1993,"campbell","MJJA_avg",52.72016129,"NF Campbell",1
"1125",1994,"campbell","MJJA_avg",32.77580645,"NF Campbell",1
"1126",1995,"campbell","MJJA_avg",59.95,"NF Campbell",1
"1127",1996,"campbell","MJJA_avg",43.6483871,"NF Campbell",1
"1128",1997,"campbell","MJJA_avg",52.32741936,"NF Campbell",1
"1129",1998,"campbell","MJJA_avg",55.28548387,"NF Campbell",1
"1130",1999,"campbell","MJJA_avg",61.24758065,"NF Campbell",1
"1131",2000,"campbell","MJJA_avg",49.9983871,"NF Campbell",1
"1132",2001,"campbell","MJJA_avg",40.17177419,"NF Campbell",1
"1133",2002,"campbell","MJJA_avg",55.10806452,"NF Campbell",1
"1134",2003,"campbell","MJJA_avg",45.86129032,"NF Campbell",1
"1135",2004,"campbell","MJJA_avg",32.52016129,"NF Campbell",1
"1136",2005,"campbell","MJJA_avg",52.15,"NF Campbell",1
"1137",2006,"campbell","MJJA_avg",71.22177419,"NF Campbell",1
"1138",2007,"campbell","MJJA_avg",48.22016129,"NF Campbell",1
"1139",2008,"campbell","MJJA_avg",46.05403226,"NF Campbell",1
"1140",2009,"campbell","MJJA_avg",47.24354839,"NF Campbell",1
"1141",1980,"chuitna","MJJA_avg",105.7786697,"Chuitna",1
"1142",1981,"chuitna","MJJA_avg",124.3910551,"Chuitna",1
"1143",1982,"chuitna","MJJA_avg",85.82989297,"Chuitna",1
"1144",1983,"chuitna","MJJA_avg",68.26414373,"Chuitna",1
"1145",1984,"chuitna","MJJA_avg",89.19915902,"Chuitna",1
"1146",1985,"chuitna","MJJA_avg",87.52866973,"Chuitna",1
"1147",1986,"chuitna","MJJA_avg",97.05389908,"Chuitna",1
"1148",1987,"chuitna","MJJA_avg",67.83103976,"Chuitna",1
"1149",1988,"chuitna","MJJA_avg",80.34136086,"Chuitna",1
"1150",1989,"chuitna","MJJA_avg",105.9686544,"Chuitna",1
"1151",1990,"chuitna","MJJA_avg",71.79090214,"Chuitna",1
"1152",1991,"chuitna","MJJA_avg",74.51911315,"Chuitna",1
"1153",1992,"chuitna","MJJA_avg",65.6735474,"Chuitna",1
"1154",1993,"chuitna","MJJA_avg",87.14487768,"Chuitna",1
"1155",1994,"chuitna","MJJA_avg",66.3058104,"Chuitna",1
"1156",1995,"chuitna","MJJA_avg",89.90328746,"Chuitna",1
"1157",1996,"chuitna","MJJA_avg",72.6735474,"Chuitna",1
"1158",1997,"chuitna","MJJA_avg",76.33715596,"Chuitna",1
"1159",1998,"chuitna","MJJA_avg",86.09250765,"Chuitna",1
"1160",1999,"chuitna","MJJA_avg",91.87729358,"Chuitna",1
"1161",2000,"chuitna","MJJA_avg",78.50344037,"Chuitna",1
"1162",2001,"chuitna","MJJA_avg",65.88914373,"Chuitna",1
"1163",2002,"chuitna","MJJA_avg",86.72285933,"Chuitna",1
"1164",2003,"chuitna","MJJA_avg",85.55160551,"Chuitna",1
"1165",2004,"chuitna","MJJA_avg",49.36200306,"Chuitna",1
"1166",2005,"chuitna","MJJA_avg",60.33027523,"Chuitna",1
"1167",2006,"chuitna","MJJA_avg",106.6295872,"Chuitna",1
"1168",2007,"chuitna","MJJA_avg",63.2396789,"Chuitna",1
"1169",2008,"chuitna","MJJA_avg",66.41896025,"Chuitna",1
"1170",2009,"chuitna","MJJA_avg",56.77752294,"Chuitna",1
"1171",1980,"crooked","MJJA_avg",55.14867424,"Crooked",1
"1172",1981,"crooked","MJJA_avg",66.00568182,"Crooked",1
"1173",1982,"crooked","MJJA_avg",37.26136364,"Crooked",1
"1174",1983,"crooked","MJJA_avg",34.69034091,"Crooked",1
"1175",1984,"crooked","MJJA_avg",55.22916667,"Crooked",1
"1176",1985,"crooked","MJJA_avg",52.67424242,"Crooked",1
"1177",1986,"crooked","MJJA_avg",57.68276515,"Crooked",1
"1178",1987,"crooked","MJJA_avg",31.00094697,"Crooked",1
"1179",1988,"crooked","MJJA_avg",44.90246212,"Crooked",1
"1180",1989,"crooked","MJJA_avg",55.93371212,"Crooked",1
"1181",1990,"crooked","MJJA_avg",36.83143939,"Crooked",1
"1182",1991,"crooked","MJJA_avg",49,"Crooked",1
"1183",1992,"crooked","MJJA_avg",41.24337121,"Crooked",1
"1184",1993,"crooked","MJJA_avg",46.72632576,"Crooked",1
"1185",1994,"crooked","MJJA_avg",29.95833333,"Crooked",1
"1186",1995,"crooked","MJJA_avg",57.35511364,"Crooked",1
"1187",1996,"crooked","MJJA_avg",32.96780303,"Crooked",1
"1188",1997,"crooked","MJJA_avg",42.49905303,"Crooked",1
"1189",1998,"crooked","MJJA_avg",45.20549242,"Crooked",1
"1190",1999,"crooked","MJJA_avg",46.49621212,"Crooked",1
"1191",2000,"crooked","MJJA_avg",40.81344697,"Crooked",1
"1192",2001,"crooked","MJJA_avg",36.11742424,"Crooked",1
"1193",2002,"crooked","MJJA_avg",49.54166667,"Crooked",1
"1194",2003,"crooked","MJJA_avg",44.18371212,"Crooked",1
"1195",2004,"crooked","MJJA_avg",21.54545455,"Crooked",1
"1196",2005,"crooked","MJJA_avg",34.4157197,"Crooked",1
"1197",2006,"crooked","MJJA_avg",56.83617424,"Crooked",1
"1198",2007,"crooked","MJJA_avg",32.49337121,"Crooked",1
"1199",2008,"crooked","MJJA_avg",42.37784091,"Crooked",1
"1200",2009,"crooked","MJJA_avg",33.73579546,"Crooked",1
"1201",1980,"deep","MJJA_avg",62.84791667,"Deep",1
"1202",1981,"deep","MJJA_avg",72.66666667,"Deep",1
"1203",1982,"deep","MJJA_avg",42.71197917,"Deep",1
"1204",1983,"deep","MJJA_avg",37.83671875,"Deep",1
"1205",1984,"deep","MJJA_avg",60.30703125,"Deep",1
"1206",1985,"deep","MJJA_avg",63.17578125,"Deep",1
"1207",1986,"deep","MJJA_avg",67.84166667,"Deep",1
"1208",1987,"deep","MJJA_avg",38.21432292,"Deep",1
"1209",1988,"deep","MJJA_avg",49.04088542,"Deep",1
"1210",1989,"deep","MJJA_avg",62.64192708,"Deep",1
"1211",1990,"deep","MJJA_avg",43.42239583,"Deep",1
"1212",1991,"deep","MJJA_avg",59.20442708,"Deep",1
"1213",1992,"deep","MJJA_avg",47.56536458,"Deep",1
"1214",1993,"deep","MJJA_avg",51.16796875,"Deep",1
"1215",1994,"deep","MJJA_avg",36.72369792,"Deep",1
"1216",1995,"deep","MJJA_avg",68.08333333,"Deep",1
"1217",1996,"deep","MJJA_avg",36.271875,"Deep",1
"1218",1997,"deep","MJJA_avg",47.30963542,"Deep",1
"1219",1998,"deep","MJJA_avg",55.63671875,"Deep",1
"1220",1999,"deep","MJJA_avg",50.49765625,"Deep",1
"1221",2000,"deep","MJJA_avg",50.93151042,"Deep",1
"1222",2001,"deep","MJJA_avg",44.38177083,"Deep",1
"1223",2002,"deep","MJJA_avg",56.0484375,"Deep",1
"1224",2003,"deep","MJJA_avg",51.16067708,"Deep",1
"1225",2004,"deep","MJJA_avg",25.928125,"Deep",1
"1226",2005,"deep","MJJA_avg",41.40390625,"Deep",1
"1227",2006,"deep","MJJA_avg",60.74583333,"Deep",1
"1228",2007,"deep","MJJA_avg",38.61067708,"Deep",1
"1229",2008,"deep","MJJA_avg",52.57265625,"Deep",1
"1230",2009,"deep","MJJA_avg",37.78828125,"Deep",1
"1231",1980,"deshka","MJJA_avg",76.82864865,"Deshka",1
"1232",1981,"deshka","MJJA_avg",100.6797297,"Deshka",1
"1233",1982,"deshka","MJJA_avg",79.34774775,"Deshka",1
"1234",1983,"deshka","MJJA_avg",54.75981982,"Deshka",1
"1235",1984,"deshka","MJJA_avg",64.67774775,"Deshka",1
"1236",1985,"deshka","MJJA_avg",66.10567568,"Deshka",1
"1237",1986,"deshka","MJJA_avg",68.72063063,"Deshka",1
"1238",1987,"deshka","MJJA_avg",54.82540541,"Deshka",1
"1239",1988,"deshka","MJJA_avg",60.25153153,"Deshka",1
"1240",1989,"deshka","MJJA_avg",92.01054054,"Deshka",1
"1241",1990,"deshka","MJJA_avg",60.77936937,"Deshka",1
"1242",1991,"deshka","MJJA_avg",47.4318018,"Deshka",1
"1243",1992,"deshka","MJJA_avg",45.39423423,"Deshka",1
"1244",1993,"deshka","MJJA_avg",68.78477478,"Deshka",1
"1245",1994,"deshka","MJJA_avg",49.98783784,"Deshka",1
"1246",1995,"deshka","MJJA_avg",60.21918919,"Deshka",1
"1247",1996,"deshka","MJJA_avg",58.62504505,"Deshka",1
"1248",1997,"deshka","MJJA_avg",62.85576577,"Deshka",1
"1249",1998,"deshka","MJJA_avg",68.42585586,"Deshka",1
"1250",1999,"deshka","MJJA_avg",76.82990991,"Deshka",1
"1251",2000,"deshka","MJJA_avg",50.26432432,"Deshka",1
"1252",2001,"deshka","MJJA_avg",53.41189189,"Deshka",1
"1253",2002,"deshka","MJJA_avg",69.19540541,"Deshka",1
"1254",2003,"deshka","MJJA_avg",63.76666667,"Deshka",1
"1255",2004,"deshka","MJJA_avg",43.61378378,"Deshka",1
"1256",2005,"deshka","MJJA_avg",40.74243243,"Deshka",1
"1257",2006,"deshka","MJJA_avg",85.38558559,"Deshka",1
